name,cost,availability,prob_dataloss,mttl_days
F0D1-F1D0-F2D1,13349.815584976854,0.9958794329488044,0.005,262.9985931686654
F0D2-F2D2-F2D2,24956.827912855868,0.9999671877088925,0.0,inf
F0D1-F2D2-F2D2,22326.343850920806,0.9999537393562257,0.0,inf
F0D2-F2D1-F2D2,22328.813093651825,0.9998994097040145,0.0,inf
F0D1-F1D1-F2D0,13045.904772475238,0.9957901286005735,0.007,235.46284291404544
F0D2-F2D1-F2D1,19686.388618852892,0.9998946380727266,0.0,inf
F0D2-F1D1-F2D0,15651.438920382481,0.9968472986778103,0.004,295.0590300048679
F0D2-F1D0-F2D2,18463.76087461336,0.9982405405998271,0.0,inf
F0D2-F1D2-F2D0,18154.664974358522,0.9981502670450245,0.0,inf
F0D1-F1D2-F2D0,15663.27358351136,0.997216817238635,0.003,344.50463426525414
F0D0-F1D2-F1D2,17280.461619549333,0.9982751647133605,0.001,296.58603927535984
F0D0-F1D1-F1D1,12050.555270032082,0.9947387006973469,0.003,243.77474080196987
F0D1-F1D0-F1D0,9583.714239410772,0.9762836230022237,0.121,290.38453836323026
F0D2-F1D0-F1D0,11520.05806722448,0.9754078027223662,0.118,296.3434730958653
F0D0-F1D1-F1D2,14711.870237449682,0.9961127086779693,0.0,inf
F0D0-F1D0-F1D1,9826.440883840683,0.9711362209707229,0.033,262.1099913297033
F0D1-F1D1-F2D1,15750.211531590843,0.9997787126503257,0.0,inf
F0D1-F1D1-F2D2,18374.301904352084,0.9997142509180679,0.0,inf
F0D1-F1D2-F2D2,21011.59359169346,0.9998965576611087,0.0,inf
F0D0-F1D0-F1D2,12409.89788499333,0.9718940538226208,0.018,278.4477398159037
F0D1-F1D2-F2D1,18377.41404501425,0.9999397378419995,0.0,inf
F0D2-F1D2-F2D2,23646.873740050883,0.9999909686708831,0.0,inf
F0D1-F1D0-F1D1,11978.977810277976,0.9961858945775004,0.003,315.11189569698024
F0D1-F1D0-F1D2,14608.805702813106,0.9973706126873138,0.0,inf
F0D2-F1D1-F2D1,18383.351190571637,0.999820211291358,0.0,inf
F0D2-F1D2-F2D1,21017.541859064713,0.9999318584811792,0.0,inf
F0D2-F1D1-F2D2,21014.174375459388,0.999920203029686,0.0,inf
F0D2-F1D0-F1D1,14531.32828073218,0.9978222149281345,0.001,150.8312782459776
F0D2-F1D0-F1D2,17125.361249727244,0.9986974413238635,0.001,335.3703987197153
F0D1-F1D1-F1D1,14436.187104576476,0.9997244646539607,0.0,inf
F0D1-F1D1-F1D2,17056.108458909548,0.9999140040299974,0.0,inf
F0D1-F1D2-F1D2,19701.004490945157,0.9999646061479405,0.0,inf
F0D2-F1D2-F1D2,22327.298256719343,0.9999525425907206,0.0,inf
F0D2-F1D1-F1D2,19706.54707538776,0.9999370041447664,0.0,inf
F0D2-F1D1-F1D1,17056.983266449384,0.9998554627452713,0.0,inf
F0D0-F0D0-F2D0,8141.209366456474,0.9605727760920458,0.267,258.7314695593265
F0D0-F0D0-F2D1,10174.439993308652,0.9602827594525182,0.052,269.6649196797365
F0D0-F0D0-F2D2,12766.46699781391,0.9601290686379609,0.014,307.1051996488678
F0D0-F0D2-F2D2,17608.859382972812,0.9986211407689737,0.001,360.42679535186977
F0D0-F0D1-F2D1,12501.66537412953,0.995867240254828,0.002,319.7551593856219
F0D0-F0D1-F2D2,14976.006214261708,0.9969678631463971,0.003,300.3030458040974
F0D0-F0D2-F2D1,15038.633030648483,0.9968077134225677,0.0,inf
F0D0-F0D1-F2D0,10210.057519677342,0.9776018361158728,0.094,292.97429136957976
F0D0-F0D2-F2D0,12310.89676912902,0.9763659592045989,0.11,306.33525461994714
F0D0-F0D0-F1D0,6740.212105741993,0.9728454877303934,0.234,263.0774534945304
F0D1-F0D1-F2D0,12077.178455224086,0.9958514645068798,0.016,282.94980570781945
F0D2-F0D2-F2D0,17258.968233483934,0.9981230614434322,0.005,318.73151742739753
F0D0-F0D0-F1D1,8917.630053870074,0.9789483390427716,0.035,245.55661620819885
F0D0-F0D1-F1D2,13651.189520196172,0.9973896723365383,0.0,inf
F0D1-F0D2-F2D0,14646.69089229637,0.9968635688414695,0.009,312.57198131969494
F0D0-F0D0-F1D2,11461.886997643474,0.9770763494964628,0.01,273.5260101902605
F0D0-F0D2-F1D1,13675.663883823638,0.997486615514432,0.001,302.87991552184826
F0D0-F0D2-F1D2,16328.220909448204,0.9985395630848857,0.0,inf
F0D0-F0D1-F1D1,11121.710211508855,0.9965251207249689,0.003,321.9344488637182
F0D0-F0D1-F1D0,8767.49771265184,0.983037050630501,0.096,285.1894085473763
F0D1-F0D1-F2D2,17327.001109088822,0.9998763351655221,0.0,inf
F0D1-F0D1-F2D1,14697.489718668501,0.9997911233438694,0.0,inf
F0D0-F0D2-F1D0,10936.606913790021,0.9826539989799029,0.071,293.7993868830057
F0D1-F0D2-F1D0,13518.309112154713,0.9977039687798215,0.004,278.4139682176911
F0D1-F0D2-F2D1,17325.37557307362,0.9999003753451704,0.0,inf
F0D2-F0D2-F1D0,16112.31990247694,0.9984341710487961,0.0,inf
F0D1-F0D2-F2D2,19973.138914954798,0.999944394133195,0.0,inf
F0D1-F0D1-F1D0,10958.77674390003,0.9968655444693243,0.006,280.95296774588246
F0D2-F0D2-F2D2,22600.12311277513,0.999986544116313,0.0,inf
F0D2-F0D2-F2D1,19965.34141216106,0.9999251819182992,0.0,inf
F0D1-F0D1-F1D1,13387.159510205887,0.9997942566798558,0.001,282.55927415500867
F0D1-F0D2-F1D1,16018.61740941436,0.9998987744568996,0.0,inf
F0D1-F0D1-F1D2,16016.095038876825,0.999852107862811,0.0,inf
F0D1-F0D2-F1D2,18652.421242502187,0.9999385071956413,0.0,inf
F0D2-F0D2-F1D1,18654.724952752684,0.9999536724616402,0.0,inf
F0D2-F0D2-F1D2,21285.084055219213,0.9999775043482247,0.0,inf
F0D0-F0D2-F0D2,15223.071014622785,0.9986595002787398,0.0,inf
F0D0-F0D1-F0D2,12576.534231452544,0.9977775441062448,0.003,230.7107005860661
F0D0-F0D1-F0D1,10064.205193142727,0.997226637841018,0.003,347.3081273644054
F0D0-F0D0-F0D0,5702.868325265568,0.9799596485710241,0.181,250.7110014114652
F0D1-F0D1-F0D1,12347.36954640327,0.9998104892967631,0.0,inf
F0D1-F0D2-F0D2,17601.901953109777,0.9999492566180311,0.0,inf
F0D0-F0D0-F0D1,7769.482074944393,0.9867524804436023,0.065,283.4812927535794
F0D1-F0D1-F0D2,14960.807388343304,0.999857047539095,0.0,inf
F0D0-F0D0-F0D2,10096.794193974312,0.9868201840785182,0.043,303.8858351688204
F0D2-F0D2-F0D2,20225.15650020345,0.9999659397685128,0.0,inf
F0D0-F0D0-F0D0-F1D0-F2D1,14043.539626903359,0.9280544004864123,0.013,299.1215389172323
F0D0-F0D0-F0D0-F2D1-F2D2,20506.234138857202,0.9662705626672886,0.0,inf
F0D0-F0D0-F0D0-F2D0-F2D1,15190.193974722692,0.9342169889789693,0.012,310.3339757624751
F0D0-F0D0-F0D0-F1D0-F2D2,16712.892092781127,0.9319581706361065,0.004,303.41082617415583
F0D0-F0D0-F0D0-F2D0-F2D2,17847.434315954164,0.9312370267136844,0.006,300.99790213299326
F0D0-F0D0-F0D0-F1D2-F2D0,16557.766053120766,0.9394015845140061,0.002,289.4020457725179
F0D0-F0D0-F0D0-F2D2-F2D2,23220.878025977425,0.972784721555009,0.0,inf
F0D0-F0D0-F0D0-F2D0-F2D0,12798.786552440686,0.928970470064499,0.1,294.47508155399254
F0D0-F0D0-F0D0-F1D0-F2D0,11675.92266387514,0.9341781399771784,0.088,279.8471300752592
F0D0-F0D0-F0D0-F2D1-F2D1,17912.790160707944,0.9689817370478387,0.0,inf
F0D0-F0D0-F0D0-F1D0-F1D1,12875.139381484918,0.9396237428340478,0.007,296.61560628385666
F0D0-F0D0-F0D0-F1D1-F2D1,16619.67843074505,0.9676662666492173,0.0,inf
F0D0-F0D0-F0D0-F1D0-F1D2,15467.725606290096,0.9383185814575743,0.0,inf
F0D0-F0D0-F0D0-F1D1-F2D0,14081.913410143607,0.9442550914039874,0.005,295.9677564832804
F0D0-F0D0-F0D0-F1D1-F2D2,19255.04527352032,0.9707708231267383,0.0,inf
F0D0-F0D0-F0D0-F1D2-F2D1,19266.072908100457,0.9701695380677694,0.0,inf
F0D0-F0D0-F0D0-F1D2-F2D2,21878.836053525687,0.9690856649424437,0.0,inf
F0D0-F0D0-F0D0-F1D0-F1D0,10654.159606268813,0.9382903443907606,0.071,295.74992422545466
F0D0-F0D0-F0D0-F1D2-F1D2,20542.746042162664,0.9713143272105973,0.0,inf
F0D0-F0D0-F0D0-F1D1-F1D2,17947.51073313102,0.9719944269003838,0.0,inf
F0D0-F0D0-F0D0-F1D1-F1D1,15313.10707270788,0.9714923241909061,0.0,inf
F0D0-F0D0-F1D0-F1D0-F2D1,14874.890269023957,0.924253731598408,0.011,300.8095579488189
F0D0-F0D0-F1D0-F1D0-F2D2,17528.14200880965,0.9221974835369023,0.003,321.3383484387884
F0D0-F0D0-F0D1-F1D0-F2D1,16473.296370264743,0.9724235944872298,0.001,276.1461302799645
F0D0-F0D0-F0D1-F1D0-F2D2,19066.425181603685,0.9702377953758572,0.0,inf
F0D0-F0D0-F1D0-F1D0-F2D0,12466.729567393255,0.9224080086750678,0.093,286.10806630297475
F0D0-F0D0-F0D1-F2D0-F2D2,20090.11015161009,0.9672493701763516,0.0,inf
F0D0-F0D0-F0D1-F2D0-F2D1,17568.736854739236,0.9701132908582742,0.0,inf
F0D0-F0D0-F0D1-F1D0-F1D1,15101.09118628697,0.9686482044168231,0.002,291.76889971499344
F0D0-F0D0-F1D0-F1D0-F1D0,11435.55427186391,0.9291933378444776,0.095,295.2444088230353
F0D0-F0D0-F1D0-F1D1-F2D0,14838.791178412288,0.9367176469115646,0.009,318.0242042222263
F0D0-F0D0-F0D1-F1D1-F2D0,16259.894254093851,0.9735513424347197,0.0,inf
F0D0-F0D0-F0D1-F1D0-F2D0,13990.585871780004,0.954450824400698,0.007,283.1772959776163
F0D0-F0D0-F0D1-F2D0-F2D0,15044.40500143794,0.9536210534533655,0.012,301.0432751583313
F0D0-F0D0-F1D0-F1D0-F1D1,13780.078290428015,0.9395838705716388,0.003,291.5998350935412
F0D0-F0D0-F1D0-F1D0-F1D2,16374.736577281014,0.9382361935873128,0.003,352.743509590094
F0D0-F0D0-F0D1-F2D1-F2D1,20373.981000118703,0.9973954974785186,0.0,inf
F0D0-F0D0-F1D0-F1D1-F1D1,16152.375591236181,0.9680986528077569,0.0,inf
F0D0-F0D0-F0D1-F1D1-F2D2,21666.862302786125,0.9978643149775461,0.0,inf
F0D0-F0D0-F0D1-F1D2-F2D0,18910.642908168167,0.9744262115135206,0.0,inf
F0D0-F0D0-F0D1-F1D1-F2D1,19052.4953619685,0.9971048791944144,0.0,inf
F0D0-F0D0-F0D1-F1D0-F1D2,17762.440283941163,0.9707422340220245,0.0,inf
F0D0-F0D0-F0D1-F2D2-F2D2,25611.919550028757,0.9985073108705608,0.0,inf
F0D0-F0D0-F0D1-F2D1-F2D2,22986.853077500462,0.9981035643455112,0.0,inf
F0D0-F0D0-F1D0-F1D1-F1D2,18775.189074781047,0.9662989383044011,0.0,inf
F0D0-F0D0-F0D0-F0D0-F2D1,13171.955743187971,0.9297610050360493,0.016,306.38998092311454
F0D0-F0D0-F0D1-F1D0-F1D0,12830.578668936107,0.9562198698809478,0.008,301.56234527614356
F0D0-F0D0-F0D1-F1D2-F2D1,21681.31123530768,0.9978956423656313,0.0,inf
F0D0-F0D0-F0D1-F1D2-F2D2,24325.529469204168,0.9985365017437482,0.0,inf
F0D0-F0D0-F0D0-F0D0-F2D2,15815.233806507891,0.931208088384051,0.002,326.6003110842431
F0D0-F0D0-F0D1-F1D1-F1D2,20381.141690599357,0.9980726029835034,0.0,inf
F0D0-F0D0-F0D1-F1D1-F1D1,17725.53613749933,0.9975296894336437,0.0,inf
F0D0-F0D0-F0D1-F1D2-F1D2,22978.927291950382,0.9986849041212416,0.0,inf
F0D0-F0D0-F0D0-F0D0-F1D2,14619.92079068433,0.9453713352836178,0.0,inf
F0D0-F0D0-F0D0-F0D0-F1D1,11995.25370915863,0.9457929516760103,0.006,271.2032741076183
F0D0-F0D0-F0D0-F0D0-F2D0,10976.111217631982,0.9410960520648844,0.06,288.7198153832739
F0D0-F0D0-F0D0-F0D1-F2D2,18174.89549429755,0.9666326554650727,0.0,inf
F0D0-F0D0-F0D0-F0D1-F2D1,15618.263926311574,0.9705647385365215,0.0,inf
F0D0-F0D0-F0D0-F0D2-F2D2,20846.374503965806,0.968377032175488,0.0,inf
F0D0-F0D0-F0D0-F0D0-F1D0,9742.988052147377,0.9428809343690637,0.067,292.3396137236528
F0D0-F0D0-F0D0-F0D1-F2D0,13084.72500361524,0.9576967841554902,0.001,196.7369153594184
F0D0-F0D0-F0D0-F0D2-F2D1,18204.20206961044,0.9710350815934007,0.001,209.33977601307745
F0D0-F0D0-F0D0-F0D1-F1D2,16914.15695908416,0.9727753574143017,0.0,inf
F0D0-F0D0-F1D0-F1D1-F2D1,17435.182017869316,0.9638162278123992,0.0,inf
F0D0-F0D0-F1D0-F1D1-F2D2,20061.41341178238,0.9598885026652638,0.0,inf
F0D0-F0D0-F1D0-F2D0-F2D1,15978.482443248604,0.9246174836571363,0.016,281.3692482617139
F0D0-F0D0-F0D0-F0D2-F1D1,16895.258899920427,0.9748032501289791,0.0,inf
F0D0-F0D0-F0D0-F0D1-F1D0,11931.990905548833,0.9582310586060276,0.006,327.48739742804696
F0D0-F0D0-F0D0-F0D2-F1D2,19498.14184240049,0.968774042024236,0.0,inf
F0D0-F0D0-F0D2-F1D0-F2D1,19040.177539452918,0.9691726493291453,0.0,inf
F0D0-F0D0-F0D0-F0D1-F1D1,14296.201354759974,0.9712015732301624,0.001,348.08685296462966
F0D0-F0D0-F0D2-F2D0-F2D2,22742.830118190705,0.968068473389459,0.001,314.3011696672513
F0D0-F0D0-F0D0-F0D2-F2D0,15708.420132865904,0.9602544075352794,0.002,253.35744619980161
F0D0-F0D0-F1D0-F2D0-F2D2,18580.09499873029,0.9201838078625849,0.007,280.112572647086
F0D0-F0D0-F0D0-F0D2-F1D0,14547.652248108232,0.9576176515447217,0.002,336.00533094760686
F0D0-F0D0-F1D0-F2D0-F2D0,13561.046289027483,0.9174922958410261,0.121,288.0357402546353
F0D0-F0D0-F0D2-F1D1-F2D0,18878.84556023653,0.9714996752009578,0.001,318.8872259432239
F0D0-F0D0-F0D2-F2D1-F2D1,22951.4394841378,0.9973709689944447,0.0,inf
F0D0-F0D0-F0D2-F2D0-F2D1,20191.427431218304,0.971775003215899,0.0,inf
F0D0-F0D0-F1D0-F1D2-F2D2,22704.052693841557,0.9635791883655439,0.0,inf
F0D0-F0D0-F1D0-F1D2-F2D1,20097.643803292813,0.9664052068281953,0.0,inf
F0D0-F0D0-F0D2-F1D2-F2D0,21445.974175424195,0.9725408465092465,0.0,inf
F0D0-F0D0-F0D2-F2D0-F2D0,17685.459485310916,0.9564912663118057,0.007,332.5257018376569
F0D0-F0D0-F0D2-F1D0-F2D0,16495.174603960688,0.9562354519719638,0.001,322.7138927070633
F0D0-F0D0-F0D2-F1D0-F2D2,21721.102650206692,0.9710015491564893,0.0,inf
F0D0-F0D0-F1D0-F1D2-F1D2,21465.06774842499,0.9687062533195496,0.0,inf
F0D0-F0D0-F1D0-F2D1-F2D1,18848.760698254504,0.9659915134059543,0.0,inf
F0D0-F0D0-F0D2-F2D2-F2D2,28284.807020483167,0.9991381041971714,0.0,inf
F0D0-F0D0-F1D0-F1D2-F2D0,17414.670033793296,0.9357048906120423,0.001,275.86410023959115
F0D0-F0D0-F0D2-F1D0-F1D0,15383.199150856233,0.9566249837627877,0.005,323.8855767129796
F0D0-F0D0-F0D2-F1D0-F1D1,17777.846054571128,0.9720307668122923,0.001,311.0473758020136
F0D0-F0D0-F0D2-F1D0-F1D2,20394.09996169912,0.9695435708398097,0.0,inf
F0D0-F0D0-F0D2-F2D1-F2D2,25643.01258748935,0.9984314614011124,0.0,inf
F0D0-F0D0-F0D2-F1D1-F2D2,24287.660561755154,0.9984756223557939,0.0,inf
F0D0-F0D0-F0D1-F0D1-F2D0,15143.77961347995,0.9727921844496116,0.001,321.485898881232
F0D0-F0D0-F0D2-F1D1-F2D1,21693.106301649765,0.997921665411412,0.0,inf
F0D0-F0D0-F0D1-F0D2-F2D0,17815.107081021702,0.9751190846233904,0.0,inf
F0D0-F0D0-F0D2-F1D2-F2D1,24283.509455799216,0.9984761116537683,0.0,inf
F0D0-F0D0-F0D2-F1D2-F2D2,26954.725560581446,0.9989498587652913,0.0,inf
F0D0-F0D0-F0D1-F0D1-F1D0,14092.570495027903,0.9726135783482973,0.001,339.1633721462622
F0D0-F0D0-F0D1-F0D1-F2D1,17977.36231032051,0.9969119942565303,0.0,inf
F0D0-F0D0-F0D2-F1D1-F1D1,20356.85769319871,0.9979620094298629,0.0,inf
F0D0-F0D0-F0D2-F1D2-F1D2,25604.417427638997,0.9991557176330539,0.0,inf
F0D0-F0D0-F0D1-F0D2-F2D2,23228.43499048861,0.9977879195580313,0.0,inf
F0D0-F0D0-F0D2-F1D1-F1D2,22964.143950161815,0.9982742614038166,0.0,inf
F0D0-F0D0-F0D1-F0D1-F2D2,20647.768679051092,0.9974272758735707,0.0,inf
F0D0-F0D0-F0D1-F0D2-F2D1,20582.42211332935,0.9972515013849418,0.0,inf
F0D0-F0D0-F0D1-F0D1-F1D1,16676.832476448064,0.9973770655502922,0.0,inf
F0D0-F0D0-F0D1-F0D2-F1D2,21994.057241127342,0.9985858175422002,0.0,inf
F0D0-F0D0-F0D1-F0D2-F1D0,16770.265216760967,0.9727666385649234,0.0,inf
F0D0-F0D0-F0D1-F0D1-F1D2,19278.616304829568,0.9978652454901411,0.0,inf
F0D0-F0D0-F0D1-F0D2-F1D1,19333.54915851824,0.997790489831185,0.0,inf
F0D0-F0D0-F0D0-F0D0-F0D0,8878.857799308169,0.9495909974996306,0.051,280.6319499222287
F0D0-F0D0-F0D0-F0D0-F0D1,11024.618822336886,0.9568291388853617,0.007,324.53622221887946
F0D0-F0D0-F0D0-F0D1-F0D2,15853.076653857663,0.9721879993000551,0.0,inf
F0D0-F0D0-F0D0-F0D2-F0D2,18467.92523698905,0.9690661385265523,0.001,227.26965280801062
F0D0-F0D0-F0D0-F0D0-F0D2,13622.918638168447,0.9593012846991306,0.003,293.9780583836022
F0D0-F0D0-F0D2-F0D2-F2D0,20413.959623712533,0.9714761579315335,0.0,inf
F0D0-F0D0-F0D0-F0D1-F0D1,13299.607940060198,0.9766422525601638,0.0,inf
F0D0-F0D0-F0D2-F0D2-F1D0,19375.569433600915,0.9736633253613921,0.0,inf
F0D0-F0D0-F0D2-F0D2-F2D1,23270.48501418082,0.9983927654655638,0.0,inf
F0D0-F0D0-F0D2-F0D2-F1D1,21904.306991973936,0.9985680618499729,0.0,inf
F0D0-F0D0-F0D2-F0D2-F2D2,25879.688598966808,0.9992033939745872,0.0,inf
F0D0-F0D0-F0D2-F0D2-F1D2,24605.903762547056,0.9992423005154963,0.0,inf
F0D0-F0D0-F1D0-F2D1-F2D2,21379.11517473433,0.9607247068387716,0.0,inf
F0D0-F0D0-F1D0-F2D2-F2D2,23998.434802419266,0.9643707977033348,0.0,inf
F0D0-F0D0-F1D1-F2D0-F2D1,18527.897180382548,0.9661435565254023,0.001,357.2011071327115
F0D0-F0D0-F1D1-F2D0-F2D0,15970.630207943808,0.9381661004160096,0.011,301.0892339149083
F0D0-F0D0-F1D1-F2D0-F2D2,21210.236133088794,0.9590619409309348,0.0,inf
F0D0-F0D0-F1D1-F1D2-F2D0,19841.8326043306,0.9680751959142936,0.001,352.31710134265717
F0D0-F0D0-F1D1-F1D1-F2D0,17293.368398290113,0.9681722741751547,0.001,305.3778393337661
F0D0-F0D0-F1D1-F1D1-F2D2,22705.015619027643,0.9969953970487919,0.0,inf
F0D0-F0D0-F1D1-F1D1-F2D1,20110.95832704457,0.995716570524942,0.0,inf
F0D0-F0D0-F1D1-F2D1-F2D1,21405.165632269316,0.9953678588154384,0.0,inf
F0D0-F0D0-F1D1-F2D1-F2D2,24053.095883952825,0.9966925356045524,0.0,inf
F0D0-F0D0-F0D1-F0D1-F0D1,15621.205419826356,0.9966479592705694,0.0,inf
F0D0-F0D0-F1D1-F2D2-F2D2,26685.14881631245,0.9977952419743705,0.0,inf
F0D0-F0D0-F1D1-F1D2-F2D2,25309.257354467212,0.9977535698000379,0.0,inf
F0D0-F0D0-F1D1-F1D1-F1D1,18772.264491547652,0.9969730071167148,0.0,inf
